id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
d3475bee177566f1,"http://en.wikipedia.org/wiki/2012_Aegean_Sea_boat_disaster 

See what u can do...?",0,0,0,0,0,0
02fd5fdb20fae494,"Possibly unfree Image:THIS_IS_my_own_work.jpg 
An image that you uploaded or altered, Image:THIS_IS_my_own_work.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is disputed. If the image's copyright status cannot be verified, it may be deleted. You may find more information on the image description page. You are welcome to add comments to its entry at the discussion if you are interested in it not being deleted. Thank you.   Talk",0,0,0,0,0,0
76e445f95e9dd231,LOL!! Really I'm having a ball with this nut!!,1,0,0,0,0,0
4aaeef1aabacecdb,-Hillelfrei 70.29.100.35,0,0,0,0,0,0
7a86201f90de1432,Get amped on demamp cornhuskers f**king rule tits are rad!  Not yours though I bet they're concave!!,1,0,1,0,1,0
93f28235bbfd2847,"JackofOz - American idiot of the 21st century. 

Bonjour, JackofOz. Why are you vandalising articles all the time? If you do it again I shall block your accpunt forever. Remember, your're smart, but evil. JerkofOz. Jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja.",1,0,0,0,0,0
d6203071904f7db1,"""

 Blocked 

I was """"blocked"""" by you after a sock puppet person using 3 accounts kept making obvious vandilism changes to an article.
They called it blanking a page after I edited out all the crap they had put onto the page.

For some reason, none you never even looked at anything on the affected page or talked to anyone about the problem, nor did you ever even try to talk to me, you just ban away. It has been KNOWN for a very LONG time that the user Gwernol is a sock puppet.

Jimbo himself edited the article and told people to only populate the article with FACTUAL items.

The article had been being picked on by several editors (sockpuppets) all matching Gwernol's ip address.

I removed everything Gwernol had written and he comes to you to attempt to block me, and without even TALKING to me you blocked me.

Congradulations on failing the Wikipedia Administration test, I believe you will be removed within the next few days as a Wikipedia Administrator by Jimbo himself, we have been discussing your actions over the last 24 hours.

BTW, I'd like you to know, your block had no effect on me whatsoever.
We have a long and true way to deal with rogue Admins and Moderators.

You are about to see that.""",1,0,0,0,0,0
39c7a9556177fa44,"While I did say there is no deadline, I was wondering if you intend to finish this review. It's fine if you would like to pass it on to someone else, I would just prefer that it doesn't stay in on hold limbo indefinitely. Thanks for your efforts so far.   Talk to me!",0,0,0,0,0,0
c35a7ec43a7e5e2c,"""
{{userbox 
 TABTAB| id =  
 TABTAB| id-c = White 
 TABTAB| info = This user is a faggot. 
 TABTAB| info-c = LightBlue 
 TABTAB| border-c = Black 
 TABTAB| usercategory = LGBT Wikipedians 
 TABTAB| nocat =  
 TABTAB}} 
 TABTAB
 TABTAB- ''This template automatically categorizes the user in LGBT""",1,0,0,0,0,0
aed8947eca10cbcc,"It's like watching a rabid poodle try to bite the mailman, get kicked halfway across the yard by the mailman, land on its head, and come back to try it again. The more it gets kicked, the more of its brain dies.",1,0,0,0,0,0
fe40b63729550253,"""

 Comparing bronze apples to fresh sprouts 
Ah, so now you spring your little argument youve been itching for a while to do. In otherwords, 'How can Wikipedia support the supernatural claims in the Bible, and not those in my particular brand new religion.' 

First of all, Wikipedia doesnt support anything. Articles are to be written NPOV - that doesnt mean that articles dont ever use Biblespeak, rather when it is used, its used in proper context: """"In the Bible, etc. etc."""" 
This is not the Schucmanism Encyclopedia. Even if the claim that Jesus wrote the thing was universal among Christians, this is not the Christian Encyclopedia.  

Im not particularly attached to the term ghostwriting, but your wording - that [whatever it was called] is like channeling, etc - was not neutral, and placed too much emphasis on a trivial matter - trivial, because supernatural claims, despite our understanding of them in faith, are not encyclopedically substantive. 
This is of course the problem with religion - a little knowledge is a dangerous thing, and a lot of knowledge of just one thing is just plain dogma. You seem to be asserting that there is a dogmatic bias in wikipedia regarding the Bible. Its interesting, but you need to poing out specific examples, and then you need to deal with them on a case by case basis. Maybe you have a point here - I cant tell ATP. Dont forget """"the log in your own"""" BTW.

Its obviously a very touchy subject, but we deal from time to time with people seeking to push a POV in their writing, and after a while they realize that theyve already added all the information necessary to the article, but leave the writing to others. Its an important distinction - I myself have a couple times had to defer to others sometimes in cases where a conflict arose between two different POV writing styles. The question is: are yours and mine different enought to require outside help in resolving any dispute. Finally, """"Ill let you..."""" doesnt work here - its not your article, though you have had more part than anyone in developing it. And I was simply rewriting it for sake of neutral tone - something which you should welcome, not reject - as it legitimizes and adds to your work, just as your work adds to the project. Sinreg -|t 05:02, 10 Jun 2005 (UTC)""",0,0,0,0,0,0
e04eeb9d9642b015,Telling that you wouldn't answer my question. You are a hypocrit as anyone can see,1,0,0,0,0,0
e9f33ded8a160a3c,"Great Synagogue of Vilna - not! 

, I greatly appreciate your quick and informative response that clarified the post-WWII identity of the two Vilna synagogues. The GFH Photo Archive director accepts this correction with thanks, and I'll add mine for your contribution to making our material accurate and reliable. I'll look forward to consulting you in the future on matters of 20th C.Lithuanian history, and also on adding photo images (something I've yet to do) to WP pages I edit.   Thanks again,",0,0,0,0,0,0
0adf47cdcc024886,"Hey shithead 

Hey shithead

Where are you?

Are you too busy sucking on someone's cock to talk right now?

119.245.89.79",1,0,1,0,1,0
3dad0164c64bbced,"If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Again, welcome!",0,0,0,0,0,0
96f64bff8d04acd8,"YOU BRAINLESS EDITORS 

You idots are probably majority white.

I put a relevant post up called NIGGER CRACKERS, which is a readily used and historically used Racial Epithet, in Northern America and you try to discredit me and pose to ban me from editing. 

If the term NIGGER CRACKER can't be posted, then the term NIGGER should be taken down. 

If NIGGER isn't taken down, or NIGGER CRACKER isn't allowed up, wikipedia will be facing the biggest law suit of our day and age.

Don't threaten my posts again as well.

I'm awaiting rapid feedback or my lawyer will be in touch.",1,0,1,0,1,1
82b9913b5e856876,"""

 your 
It is about the same as if you owned the only newspaper in the world, each commanded you what they can and can not write, and yet you said that your country is freedom of speech.
You hypocrite, who, like your country (if you're a citizen of the United States) - still say that your country's freedom, while you are on the verge of a fascist dictatorship, which reconciles own people, censors the media manipulates public opinion and all under the guise of protection """" freedom """"   """,1,0,0,0,0,0
bfb1c2188980053f,"I never edit on wikipedia!!!!! What the f*ck are you doing , Bbb23 , you s*n of b*ch of b*stard",1,0,1,0,1,0
436a44788e610a09,"""

 Wikipedia:Articles for deletion/Kelvin Kwan 

Can you explain more clearly why this was closed as """"Delete"""" given that the article in question met WP:ATT and WP:N in general (citations from Taiwan, HK, and mainland newspapers), as well as WP:MUSIC criteria #1 specifically (nationally charted hit - a song of his was ranked as the #4 duet nationally by the central television station in a country of 1.3 billion people). The Delete votes consisted of two guys who voted before the article was sourced/improved, one guy who didn't bother to conduct a proper search and so mistakenly claimed it only had 670 GHits, and one guy with a novel theory, generally not supported by consensus, about how stuff can be notable in one language wiki and not in another. Thanks,  """,0,0,0,0,0,0
e6ab944b9270f7ad,"Its only fair if GDI And Nod gets a military Doctrine.

Also the Scrin gets a military section and a technology section.( )",0,0,0,0,0,0
1a23d91fe4f3ef81,"Fucking snowolf needs a tampon 

Seriously...",1,0,1,0,1,0
320dc4080e60e07c,":Basty

A tag has been placed on Basty, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable (see the guidelines for notability here). If you can indicate why the subject of this article is notable, you may contest the tagging. To do this, please affix the template  to the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself.

Please read the criteria for speedy deletion (specifically, article #7) and our general biography criteria. Feel free to leave a note on my talk page if you have any questions about this.",0,0,0,0,0,0
534de8f56561e2f1,"""
(ec)Wait a minute, previously it was a """"time zone"""" argument, but now it's a """"likely to change at any time"""" argument? I'm hoping that you are cognisant of the fact that publications such as the World Almanac are printed volumes and are therefore likely to be picked up years after publication (when information is likely to have changed). In such cases, a disclaimer """"as of"""" might be reasonable, but my experience in this part of WP is that there are a number of extremely diligent editors who will update information (often) minutes after events are confirmed. I'm willing to go along with """"time zone"""" arguments but not with an argument that is trying to say that we should introduce text for the sake of the rare case where someone either dies or someone moves into the list and the list (and lede text) is not updated shortly after the event—which of course it always is.  ♬  """,0,0,0,0,0,0
e8bcd5c60b787848,"Of course slaves were considered res and were therefore legally not considered people at all, so one could do with them as one pleased, even though same-sex behavior with them was connoted or associated with effeminacy as well.",0,0,0,0,0,0
819c94a994d77108,"Ok, Sheriff. talk2''''—Expert Sectioneer'' of  Wikipedia",0,0,0,0,0,0
a6887b46e48ae5c7,"""

You're such a disgrace. You're a vandal. You're a censor in the worst sense of the word. Your censorship is better suited to China, North Korea or Iran. You seem giddy with your power on Wikipedia, ban me for life, it makes no difference to me. And, oh yeah  you'll respond like you did earlier (""""Ask and you shall receive"""").""",1,0,0,0,1,0
e2be034d6c2ea5d7,"""'German state of Schleswig-Holstein where wooded arrow shafts and clubs have been excavated.'  TYPO= I think you meant """"wooden"""" not """"wooded""""""",0,0,0,0,0,0
935c8baf5bba1b08,"'What makes you think I give a fuck about your political leanings?' - er, you questioned them by saying 'this user seems to be on a campaign trial on behalf of UKIP'
Why is it non-notable trivia? Why did the media cover it then? 
Why is it a 'drive-by' to add sourced material to the article? Is this article yours? 
How does it having nothing to do with Brady when he himself made the comments?
Why couldn't you just be decent about it? Why all the swearing and accusations?",0,0,1,0,0,0
8c415771288e60a2,"You don't want people to know the TRUTH about utorrant, you FAG!",1,0,0,0,0,0
6763f57dc4d99681,"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1,1,1,0,1,0
1cbb5b3df408a3d6,HARASSED SOMEONE F*CKING RET*RDS,1,1,1,0,1,0
685300a27faad790,"First-off, this is not a revert. Secondly, a link to Ilısu Dam is offered in the first sentence and readers are free to view that article, too. These articles should be expanded, not merged. You have a History of POV editing (see also), so you should tread carefully on subjects you have been found to be biased on. —",0,0,0,0,0,0
ff02da6805200529,"Theres nothing wrong with my edits other than the one on the Iran article, but I will stop the personal attacks.",0,0,0,0,0,0
c7cac07cda0e4a5d,", 14 January 2008 (UTC)

But that is not a site, just a sign that I have uploaded them. However, I will try to find the site and will put it in your talk page.   15:59",0,0,0,0,0,0
18ee65925be1f320,"""
Like is the block on me going to stay or can it be removed from myself and my record, especially if it's misplaced?  TALK! """,0,0,0,0,0,0
aa11556d7a3701a4,"Facts matter a great deal to encyclopedias and scholars meticulous about dates, quotes and other minor historical details.  There are even ways to check facts, unlike opinions, assumptions and interpretations.   05:10, 20 Dec 2004 (UTC)",0,0,0,0,0,0
f6fd8c4eb8ccfbe5,The word Knave is synonmyous with Jack or Journeyman.,0,0,0,0,0,0
c6d6699f37ec349c,"The spot 

And the Liberals continue to self-explode. I honestly think Rann will become the second longest serving SA Premier. Not that I want him to, but he's very capable and the Libs are far from being so.

Many thanks for your defence of me in the skirmish back there... it's very heartening to actually have someone stick up for me. Again, thanks. If there's ever an Adelaide meetup I'll be buying you a beer.  talk",0,0,0,0,0,0
fe10467770547137,"""

 please note that user is attacking me on my talk page  including """"What the hell is you problem??? Do you lack any ability to reason? I have tried endlessly to engage you on discussion and talk pages, but instead you act like a 12 year old (which you quite possibly could be). Why do you continue to revert to an absurd version of the St. John's article? Did you get denied admission, are you a UConn fan""""  """,1,0,0,0,0,0
b095b9d3081e64bc,end quoted material.,0,0,0,0,0,0
a7c1979e629c69d7,"you will burn in hell 

you are a nazi piece of shit and your actions are abysmal
rot in hell
evil scum",1,0,0,0,0,0
3eac2c9a82b8ec50,"""

 Questionable tactics 

The section """"Questionable tactics"""" should be renamed to """"War crimes"""" or """"Possible war crimes"""" if that's more NPOV, because in context a discussion of tactics during battlefield operation would be expected under a section titled """"Questionable tactics"""".""",0,0,0,0,0,0
d56c3d264a25bff2,"HEY, ITS JUST MAH TALK PAGE 

That's all silly!",1,0,0,0,0,0
2634c2f4538b2146,"hi 

I bet you love blocking people, you nut sack cracker",1,0,0,0,1,0
a2466799b3373b8e,who the fuk did i attack personally?,1,0,1,0,0,0
2a3fb9f2194c9b7a,"""

 Reply 

My comment was intended to stop the argument before it got even more out of hand - and also hopefully edit conflict any escalation-in-progress. Administrators will be reviewing both your actions now that this has been brought up, and will determine if any action is necessary.  (//c) """,0,0,0,0,0,0
badfd559c0243e84,"I wish you had... 

AIDS!! The User:Pleasedontdeletemyedits only wanted you to have cancer but my money is on AIDS. My, my you are a clever one ain't ya. Someone who was just happy to add geographical data to Welsh articles get hounded off this site, which after is all [supposedly] about information, for er adding information.

But you and I know both know it really is a site for little passive-aggressive little peons who didn't graduate high school. Right Todd?

Well there seems to be lots and lots of opinion pieces asking [ww.theverge.com/2013/10/25/5027616/why-are-editors-leaving-the-worlds-biggest-encyclopedia Why are editors leaving the world's biggest encyclopedia?]. But we know why don't we Todd? People like you (long before the internet social dysfunctional like yourself would be found in parks or near schools) sadly now you have access a portal to bring misery to millions. 

So please - if you haven't already done so - get AIDS and leave this life with as little dignity as you deserve.  -P  81.129.200.157",1,0,0,0,1,0
97d5035a880aa780,"Twisted Facts

1. Wal-Mart does not spend as much on insurance as other companies.

The fact. Yes Wal-Mart spends less per work for health.

The Twist. What they forget to say is that Wal-Mart does not buy insurance at 
all, it puts that money into a bank account, where it collects interest, it then contracts Blue Cross to admin the fund. 

The reality. Wal-Mart gives better insurance than most other retailers. 
Want to see for yourself go to your local walmart and get an assocate guide.

2. Wal-Mart does not supply as many with healthcare.

The fact. Yes on a percentage base Wal-Mart only 47% are covered.

The Twist. What critics don't tell you is that Wal-Mart offers Star Bridge health from day one, and that wal-mart has 1.6 million Workers with a larger turn over rate, so this leads to a lower percentage of works covered.

3. Wal-Mart has a high turn over rate.

The Fact. Wal-Mart does have a high turn over rate.

The Twist. Critics Site Wal-Mart as the reason, however most of people that leave walmart site customer related stress. And the area of walmart that has the highest turn over is also the largest pool of workers, cashiers. Plain and simple the customers run the cashiers out. And who can blame them think of all the people in the world you could not stand, and they deal with them all everyday.

4. Wal-Mart has more workers on state healthcare than any other company.

The Fact. Yes wal-mart does have more works on state healthcare.

The Twist. Critics argue that due to the number of workers on state healthcare is single handedly causing problems for many state healthcare,however what they forget to say is that Walmart pays 70 Billion dollars in federal taxes and nearly that again in state taxes and also generate billions of dollars in sales tax for each state with sales tax,which far out does the money spend buy the state on healthcare for wal-mart assocates. And many of the assocates that quilify for state aided healthcare also would quailify for welfare if they did not work for walmart. And would most likely be on both if they worked for a smaller ma and pa shop, that could not afford to supply any benefits. 

5. Wal-mart buys large quantities from china

The Fact Yes walmart buys a lot from china.

The Twist Critics argue that Walmart alone is the primary reason for US jobs being exported, however what they fail to say is that walmart is only 8% of the use Retail market, and 70% of walmarts income if from food sales and 90% of walmarts food supply comes from local and national suppliers, like con-agra. When broken down walmart sends a mear penny to china out of ever transaction. something much larger than walmart is helping china out. 

Now these are just 5 of the biggest twisted facts, there are many more out there, both good and bad for walmart, walmart does its share of fact twisting too. However I have seen almost no hard research here on any of the facts being relied on. I have alot of hard proof of lots of these twisted facts but I can not be the only one out looking for the twistes in the facts. And I also am not going to post any of the proofs until others start, because I want everyone here to start doing some research and finding some real reliable facts that we can bring this entry back to a good standing. But we must work together to do that, not against eachother. The Ace!",0,0,0,0,0,0
84473af105b3e9f2,"""
How is it a """"personal attack"""" to point out that 67.168.135.107  """,0,0,0,0,0,0
c7938f9bc55479de,"Ekantik, you are reminded that you were the one who made off-topic comments about Sai Devotees that is not relevant to the article. Stay on topic. Please stop with your public posturing. Anyone interested in your real extra-Wikipedia activities against Sathya Sai Baba can read the Evidence Section for the new RFA.  talk-email",0,0,0,0,0,0
c38a790dcfe665db,Suck it dick face from IP Address: 71.195.241.34 Name: Tyler Age: Go fuck yourself nutsack,1,1,1,0,1,0
f45c26c94125e59d,"Basic Block 
Added link to this article in the Basic block. The article is now essentially about main in various languages. Maybe we should add something regarding the more general meaning.",0,0,0,0,0,0
fd5ce446b0634572,"Editors will see the above as nothing but more bad faith personal attacks done to avoid dealing with the legitimate issues raised.   
I think this edit  makes matters worse rather than better, turning the weasely-implied into the unambiguously stated: that Koons' involvement in and financing of ICMEC was done to make it (and make any mention of his involvement in it) into an ongoing attack against his ex-wife. Even though this is not a blp article, this is a blp issue.",0,0,0,0,0,0
201de46e9eb99156,"""

 Re: Moment of stupidity 

 (//c) lightly smacks Wafulz with a minnow. P You rogue admin, you.  (//c) """,1,0,0,0,0,0
1c7615f5b7fbcd5a,Well don't! It is time trhat the order should at least be different than the first.,0,0,0,0,0,0
76c05d2643cecb72,I was wondering how do you change color in raw signatures?,0,0,0,0,0,0
0683f1eb0df413d1,"Im sorry are you fucking stupid that nice person just gave me a warning then you fucking block me, nigger cunt eat pussy bitch",1,0,1,0,1,1
2ef5f975909f1835,"Gilliam, please unblock me. My stupid sister is always using my computer and I don't know what she does.",1,0,0,0,0,0
77702c011db04566,Hey there you are on google. I get the last say! 'There is 5 senses only!!!!!!! Everybody really only does want immortality foreeevvver!!!!!!!!!!!!!!!! Errrrasee that shittttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!! Stuppidd plato and old shit and wrong shit!!!!! I'm the best best I'b thought all out! You nonesense useless bastard! Go to hell.,1,0,1,0,1,0
3f6db5b8ce00af17,"Wendy, get lost. Really. Not everybody shares your bigoted views. And Antonio, quite frankly, you're a fucker for comparing Mercado's sexuality to Babe Ruth's alcoholism. Get the fuck off the site. Now. 98.232.181.201",1,0,1,0,1,1
10293437c5ca3b12,"Dude you crazy! 

Dude, you are totally not cool.  Why did you leave me that message on Resume?  I totally fixed it.  I don't know what's up you gluteus maximus.  Dog, you need to cool off your jets in a salon.  Get a pedicure and don't be so upset when a brotha is just trying to have a good time.  If you want to go on a date with me just leave me your number on my user talk page.  Peace",1,0,1,0,0,0
b08610d1288f7d0b,you reported me for nothing and that kew gardens guy is also gonna get block too dumb dumb,1,0,0,0,0,0
a2ce70001a01972b,"Negro, Please 
Now I know why Malcolm was musrdered so callously. It was because of santimonimous and cowardly creeps like yourself.  Malik, hear this: If you continue with you Nazi antics, I'm going to make you famous in that manner that no man needs such exposure. also, I will take this up with the WIki Board.  Remember, there are a ga-jillion people out there who don't like your ilk. I don't know who's buttering your behind in all this, but rest assured I will find out.  The facts are out there in fine print and bit and bytes. (Murderous) Paranonia and infantile rage will get you nowehere, least of all recognized as an intellectual (ha!.  So if you want to continue to defend sweet Rev. Al, and grand-pappy Strom against a mountain of evidence, then that will be your legacy. Please respond, and let's have at it!!! (P.S: If you have a significant crimminal record, then this-besides partially explaining your mental state- should also be included in consideration of actions against you!!!  24.46.103.28  Veryverser",1,0,0,0,1,1
eb010afdc9742310,"""
Then you should know that the """"Lady Hope"""" story you referenced (Darwin denying evolution) is a complete and utter lie. Even Answersingenesis.org says not to use it. So why did you use it? -   """,0,0,0,0,0,0
7968b2c57b523c85,"""As for  the notability of Yamal, Phil Jones (among others) thinks it is important  and it does supply a """"hockey stick"""" recon, eh? Albeit a heavily-criticized one. One has to wonder why there is no mention at all here - or at Climategate, last I looked """,0,0,0,0,0,0
e72bad3ce2f3533a,"It is an improvement so I won't comment on the discreet tweaks a user made in his/her arguments in order to fake logical consistency and avoid blame or cite anything that would smear a user's strained wikilike appearance. Excuse me if I don't seem to remember the same thing, and I won't comment on your bringing up this dead issue just like Scieberking did on my talk page. Some would call that harassment. Oh well.",0,0,0,0,0,0
5b488f58bd4bcb19,Yoyoyo say what you want.,0,0,0,0,0,0
8d6098af80fde656,"I have today received an email response to my query about his possible membership: Dear David, Sir Henry Chamberlain was not a member of the Royal Academy nor an exhibitor here so we cannot help you with information. Regards, Andrew Potter, Research Assistant, Royal Academy Library.",0,0,0,0,0,0
b2bb62a2e5669915,"""

 Robert Plant's Romani roots? 

I see that there are some information about Plant having some Romani roots. As far as I know, however, Plant said """"my mother was a gypsy"""", where """"gypsy"""" could've meant """"a traveller"""" or a """"a hippie"""" - in terms of a lifestyle, not ethnicity. He could've meant some Itinerant groups in Europe like for instance the Irish Travellers or maybe some Scottish Gypsy and Traveller groups. I know Robert Plant is from the UK, and I've heard that British people usually don't use the word """"gypsy"""" when speaking about Romani people, but they use it when speaking about people who lead itinerant life. Any conformation that Plant used it in terms of his Romani ethnic origin?   """,0,0,0,0,0,0
fb3059ad01e55ca9,"You are such a fucking faggot, there's no need for references for something that can't really be reliably cited. Even if there was a sociological study on people who have APD, coke drinkers, and cocaine users, it wouldn't be very reliable because there's no way to tell if people are lying. Fuck off you beaurocratic official peice of pedophile, and that citing and copyright shit has got to go. I refused to make bibliographies in high school for one reason: I never claimed that the work was mine, and I shouldn't have to claim who's it was because it's self-explanitory that I didn't make it since I didn't claim to have done so.",1,1,1,0,1,1
4a4de44927a529b7,"""

The rules are not going to be bent for you and they most certainly shouldn't.  The term is non-notable no matter how you look at it, even you admit that you just invented the term yourself.  In order for a term to be notable, there needs to be more than a very tiny number (mostly just you) of people using it.  It's not helpful, it just serves to confuse people since """"inverse ad hominem"""" implies that it's opposite to ad hominem, which it's not.  It's just saying """"I have superior credentials"""" instead of saying """"You have inferior credentials.""""  There is no difference as far as logic is concerned.  8 July 2005 01:20 (UTC)""",0,0,0,0,0,0
d83364b3a26d055d,"SuperMarioMan is a fuckass!
You are a stupid motherf**ker! Ravioli DOES INDEED cause diarrhea!  Look it up!!!!!  HEED MY WARNING!!!!!!!!!!!!!!!!!!!",1,1,1,0,1,0
49cc0747dd9d97f4,"STFU 

I don't like you.  Go away.",1,0,0,0,0,0
542d193eb88e8688,"You are an open source patent buster. You attacked the Collins patents FIRST, right?. You are one idiot of many. You are worthless. I meant everything I said. go to hell.",1,0,0,0,1,0
3255344b5a7aa500,"(about which there had been considerable grumbling on the talk page) and then moving around the text that had been in place in accordance with my revision.  There was no attempt on my part to advance, in the article main space, one POV on another on my part.  And I did this",0,0,0,0,0,0
7bbba17af9c27323,"The quote certainly sounds familiar, and I think that it might be in either the 2ed Eldar book or possibly in the Codex Imperialis book from the 2ed game set. I don't have access to those right this moment, but I'll check them when I get back home. 

I think that the relation between the Eldar and Japan is more tenuous then between the Eldar and Tolkien though; there are some very clear parallels between Elves and Eldar, right down to some of the naming used. Unfortunately I don't know much about feudal Japan, so I'm going to spend a bit of time brushing up on that and see what parallels exist.   15:28 EST, May 12 2005.",0,0,0,0,0,0
